Date,Motu,Nb_ind
2020-09-02 00:00:00,Honuea,0.0
2020-09-02 00:00:00,Honuea,0.0
2020-09-02 00:00:00,Honuea,0.0
2020-09-02 00:00:00,Honuea,0.0
2020-09-09 00:00:00,Honuea,1.0
2020-09-09 00:00:00,Honuea,0.0
2020-09-09 00:00:00,Honuea,0.0
2020-09-09 00:00:00,Honuea,0.0
2020-09-09 00:00:00,Honuea,0.0
2020-09-16 00:00:00,Honuea,0.0
2020-09-16 00:00:00,Honuea,0.0
2020-09-16 00:00:00,Honuea,0.0
2020-09-16 00:00:00,Honuea,0.0
2020-09-16 00:00:00,Honuea,0.0
2020-09-23 00:00:00,Honuea,0.0
2020-09-23 00:00:00,Honuea,0.0
2020-09-23 00:00:00,Honuea,0.0
2020-09-23 00:00:00,Honuea,0.0
2020-09-23 00:00:00,Honuea,0.0
2020-10-07 00:00:00,Honuea,1.0
2020-10-07 00:00:00,Honuea,0.0
2020-10-07 00:00:00,Honuea,0.0
2020-10-07 00:00:00,Honuea,0.0
2020-10-07 00:00:00,Honuea,0.0
2020-10-21 00:00:00,Honuea,2.0
2020-10-21 00:00:00,Honuea,1.0
2020-10-21 00:00:00,Honuea,0.0
2020-10-21 00:00:00,Honuea,0.0
2020-10-21 00:00:00,Honuea,0.0
2020-11-04 00:00:00,Honuea,2.0
2020-11-04 00:00:00,Honuea,0.0
2020-11-04 00:00:00,Honuea,0.0
2020-11-04 00:00:00,Honuea,0.0
2020-11-04 00:00:00,Honuea,0.0
2020-11-18 00:00:00,Honuea,2.0
2020-11-18 00:00:00,Honuea,1.0
2020-11-18 00:00:00,Honuea,0.0
2020-11-18 00:00:00,Honuea,0.0
2020-11-18 00:00:00,Honuea,0.0
2020-12-02 00:00:00,Honuea,0.0
2020-12-02 00:00:00,Honuea,0.0
2020-12-02 00:00:00,Honuea,0.0
2020-12-02 00:00:00,Honuea,0.0
2020-12-02 00:00:00,Honuea,0.0
2020-12-16 00:00:00,Honuea,0.0
2020-12-16 00:00:00,Honuea,0.0
2020-12-16 00:00:00,Honuea,0.0
2020-12-16 00:00:00,Honuea,0.0
2020-12-16 00:00:00,Honuea,0.0
2021-01-01 00:00:00,Honuea,1.0
2021-01-01 00:00:00,Honuea,0.0
2021-01-01 00:00:00,Honuea,0.0
2021-01-01 00:00:00,Honuea,0.0
2021-01-01 00:00:00,Honuea,0.0
2021-02-10 00:00:00,Honuea,0.0
2021-02-10 00:00:00,Honuea,0.0
2021-02-10 00:00:00,Honuea,0.0
2021-02-10 00:00:00,Honuea,0.0
2021-02-10 00:00:00,Honuea,0.0
2021-02-24 00:00:00,Honuea,3.0
2021-02-24 00:00:00,Honuea,3.0
2021-02-24 00:00:00,Honuea,1.0
2021-02-24 00:00:00,Honuea,0.0
2021-02-24 00:00:00,Honuea,0.0
2021-03-10 00:00:00,Honuea,8.0
2021-03-10 00:00:00,Honuea,5.0
2021-03-10 00:00:00,Honuea,4.0
2021-03-10 00:00:00,Honuea,2.0
2021-03-10 00:00:00,Honuea,0.0
2021-03-24 00:00:00,Honuea,10.0
2021-03-24 00:00:00,Honuea,9.0
2021-03-24 00:00:00,Honuea,8.0
2021-03-24 00:00:00,Honuea,5.0
2021-03-24 00:00:00,Honuea,1.0
2021-04-07 00:00:00,Honuea,8.0
2021-04-07 00:00:00,Honuea,7.0
2021-04-07 00:00:00,Honuea,3.0
2021-04-07 00:00:00,Honuea,3.0
2021-04-07 00:00:00,Honuea,2.0
2021-04-21 00:00:00,Honuea,11.0
2021-04-21 00:00:00,Honuea,5.0
2021-04-21 00:00:00,Honuea,4.0
2021-04-21 00:00:00,Honuea,0.0
2021-04-21 00:00:00,Honuea,0.0
2021-05-05 00:00:00,Honuea,6.0
2021-05-05 00:00:00,Honuea,6.0
2021-05-05 00:00:00,Honuea,5.0
2021-05-05 00:00:00,Honuea,2.0
2021-05-05 00:00:00,Honuea,0.0
2021-05-19 00:00:00,Honuea,8.0
2021-05-19 00:00:00,Honuea,5.0
2021-05-19 00:00:00,Honuea,4.0
2021-05-19 00:00:00,Honuea,3.0
2021-05-19 00:00:00,Honuea,0.0
2021-06-02 00:00:00,Honuea,2.0
2021-06-02 00:00:00,Honuea,1.0
2021-06-02 00:00:00,Honuea,1.0
2021-06-02 00:00:00,Honuea,0.0
2021-06-02 00:00:00,Honuea,0.0
2021-06-16 00:00:00,Honuea,4.0
2021-06-16 00:00:00,Honuea,3.0
2021-06-16 00:00:00,Honuea,2.0
2021-06-16 00:00:00,Honuea,2.0
2021-06-16 00:00:00,Honuea,0.0
2021-06-30 00:00:00,Honuea,5.0
2021-06-30 00:00:00,Honuea,3.0
2021-06-30 00:00:00,Honuea,2.0
2021-06-30 00:00:00,Honuea,1.0
2021-06-30 00:00:00,Honuea,0.0
2021-08-03 00:00:00,Honuea,1.0
2021-08-03 00:00:00,Honuea,1.0
2021-08-03 00:00:00,Honuea,1.0
2021-08-03 00:00:00,Honuea,0.0
2021-08-03 00:00:00,Honuea,0.0
2022-09-23 00:00:00,Honuea,3.0
2022-09-23 00:00:00,Honuea,2.0
2022-09-23 00:00:00,Honuea,2.0
2022-09-23 00:00:00,Honuea,1.0
2022-09-23 00:00:00,Honuea,0.0
2022-09-27 00:00:00,Honuea,1.0
2022-09-27 00:00:00,Honuea,0.0
2022-09-27 00:00:00,Honuea,0.0
2022-09-27 00:00:00,Honuea,0.0
2022-09-27 00:00:00,Honuea,0.0
2022-10-04 00:00:00,Honuea,0.0
2022-10-04 00:00:00,Honuea,0.0
2022-10-04 00:00:00,Honuea,0.0
2022-10-04 00:00:00,Honuea,1.0
2022-10-04 00:00:00,Honuea,0.0
2022-10-11 00:00:00,Honuea,0.0
2022-10-11 00:00:00,Honuea,1.0
2022-10-11 00:00:00,Honuea,0.0
2022-10-11 00:00:00,Honuea,0.0
2022-10-11 00:00:00,Honuea,0.0
2022-10-18 00:00:00,Honuea,0.0
2022-10-18 00:00:00,Honuea,0.0
2022-10-18 00:00:00,Honuea,0.0
2022-10-18 00:00:00,Honuea,0.0
2022-10-18 00:00:00,Honuea,0.0
2022-10-25 00:00:00,Honuea,0.0
2022-10-25 00:00:00,Honuea,0.0
2022-10-25 00:00:00,Honuea,0.0
2022-10-25 00:00:00,Honuea,0.0
2022-10-25 00:00:00,Honuea,0.0
2022-11-01 00:00:00,Honuea,0.0
2022-11-01 00:00:00,Honuea,0.0
2022-11-01 00:00:00,Honuea,0.0
2022-11-01 00:00:00,Honuea,0.0
2022-11-01 00:00:00,Honuea,0.0
2022-11-08 00:00:00,Honuea,0.0
2022-11-08 00:00:00,Honuea,0.0
2022-11-08 00:00:00,Honuea,0.0
2022-11-08 00:00:00,Honuea,0.0
2022-11-08 00:00:00,Honuea,0.0
2022-11-15 00:00:00,Honuea,0.0
2022-11-15 00:00:00,Honuea,0.0
2022-11-15 00:00:00,Honuea,0.0
2022-11-15 00:00:00,Honuea,0.0
2022-11-15 00:00:00,Honuea,0.0
2022-11-24 00:00:00,Honuea,0.0
2022-11-24 00:00:00,Honuea,0.0
2022-11-24 00:00:00,Honuea,0.0
2022-11-24 00:00:00,Honuea,0.0
2022-11-24 00:00:00,Honuea,0.0
2022-11-29 00:00:00,Honuea,0.0
2022-11-29 00:00:00,Honuea,0.0
2022-11-29 00:00:00,Honuea,0.0
2022-11-29 00:00:00,Honuea,0.0
2022-11-29 00:00:00,Honuea,0.0
2022-12-06 00:00:00,Honuea,0.0
2022-12-06 00:00:00,Honuea,0.0
2022-12-06 00:00:00,Honuea,0.0
2022-12-06 00:00:00,Honuea,0.0
2022-12-06 00:00:00,Honuea,0.0
2022-12-12 00:00:00,Honuea,0.0
2022-12-12 00:00:00,Honuea,0.0
2022-12-12 00:00:00,Honuea,0.0
2022-12-12 00:00:00,Honuea,0.0
2022-12-12 00:00:00,Honuea,0.0
2022-12-20 00:00:00,Honuea,0.0
2022-12-20 00:00:00,Honuea,0.0
2022-12-20 00:00:00,Honuea,0.0
2022-12-20 00:00:00,Honuea,0.0
2022-12-20 00:00:00,Honuea,0.0
2022-12-27 00:00:00,Honuea,0.0
2022-12-27 00:00:00,Honuea,0.0
2022-12-27 00:00:00,Honuea,0.0
2022-12-27 00:00:00,Honuea,0.0
2022-12-27 00:00:00,Honuea,0.0
2023-01-03 00:00:00,Honuea,0.0
2023-01-03 00:00:00,Honuea,0.0
2023-01-03 00:00:00,Honuea,0.0
2023-01-03 00:00:00,Honuea,0.0
2023-01-03 00:00:00,Honuea,0.0
2023-01-10 00:00:00,Honuea,0.0
2023-01-10 00:00:00,Honuea,0.0
2023-01-10 00:00:00,Honuea,0.0
2023-01-10 00:00:00,Honuea,0.0
2023-01-10 00:00:00,Honuea,0.0
2023-01-16 00:00:00,Honuea,0.0
2023-01-16 00:00:00,Honuea,0.0
2023-01-16 00:00:00,Honuea,0.0
2023-01-16 00:00:00,Honuea,0.0
2023-01-16 00:00:00,Honuea,0.0
2023-01-17 00:00:00,Honuea,0.0
2023-01-17 00:00:00,Honuea,0.0
2023-01-17 00:00:00,Honuea,0.0
2023-01-17 00:00:00,Honuea,0.0
2023-01-17 00:00:00,Honuea,0.0
2023-01-26 00:00:00,Honuea,0.0
2023-01-26 00:00:00,Honuea,0.0
2023-01-26 00:00:00,Honuea,0.0
2023-01-26 00:00:00,Honuea,0.0
2023-01-26 00:00:00,Honuea,0.0
2023-02-01 00:00:00,Honuea,0.0
2023-02-01 00:00:00,Honuea,0.0
2023-02-01 00:00:00,Honuea,0.0
2023-02-01 00:00:00,Honuea,0.0
2023-02-01 00:00:00,Honuea,0.0
2023-02-07 00:00:00,Honuea,0.0
2023-02-07 00:00:00,Honuea,0.0
2023-02-07 00:00:00,Honuea,0.0
2023-02-07 00:00:00,Honuea,0.0
2023-02-07 00:00:00,Honuea,0.0
2023-02-14 00:00:00,Honuea,0.0
2023-02-14 00:00:00,Honuea,0.0
2023-02-14 00:00:00,Honuea,0.0
2023-02-14 00:00:00,Honuea,0.0
2023-02-14 00:00:00,Honuea,0.0
2023-02-21 00:00:00,Honuea,0.0
2023-02-21 00:00:00,Honuea,0.0
2023-02-21 00:00:00,Honuea,0.0
2023-02-21 00:00:00,Honuea,0.0
2023-02-21 00:00:00,Honuea,0.0
2023-03-07 00:00:00,Honuea,0.0
2023-03-07 00:00:00,Honuea,0.0
2023-03-07 00:00:00,Honuea,0.0
2023-03-07 00:00:00,Honuea,0.0
2023-03-07 00:00:00,Honuea,0.0
2023-03-14 00:00:00,Honuea,1.0
2023-03-14 00:00:00,Honuea,0.0
2023-03-14 00:00:00,Honuea,0.0
2023-03-14 00:00:00,Honuea,0.0
2023-03-14 00:00:00,Honuea,0.0
2023-03-22 00:00:00,Honuea,0.0
2023-03-22 00:00:00,Honuea,0.0
2023-03-22 00:00:00,Honuea,0.0
2023-03-22 00:00:00,Honuea,0.0
2023-03-22 00:00:00,Honuea,0.0
2023-03-28 00:00:00,Honuea,0.0
2023-03-28 00:00:00,Honuea,0.0
2023-03-28 00:00:00,Honuea,0.0
2023-03-28 00:00:00,Honuea,0.0
2023-03-28 00:00:00,Honuea,0.0
2023-04-15 00:00:00,Honuea,0.0
2023-04-15 00:00:00,Honuea,0.0
2023-04-15 00:00:00,Honuea,0.0
2023-04-15 00:00:00,Honuea,0.0
2023-04-15 00:00:00,Honuea,0.0
2023-04-19 00:00:00,Honuea,0.0
2023-04-19 00:00:00,Honuea,0.0
2023-04-19 00:00:00,Honuea,0.0
2023-04-19 00:00:00,Honuea,0.0
2023-04-19 00:00:00,Honuea,0.0
2023-04-26 00:00:00,Honuea,2.0
2023-04-26 00:00:00,Honuea,1.0
2023-04-26 00:00:00,Honuea,0.0
2023-04-26 00:00:00,Honuea,0.0
2023-04-26 00:00:00,Honuea,0.0
2023-05-02 00:00:00,Honuea,1.0
2023-05-02 00:00:00,Honuea,1.0
2023-05-02 00:00:00,Honuea,0.0
2023-05-02 00:00:00,Honuea,0.0
2023-05-02 00:00:00,Honuea,0.0
2023-06-06 00:00:00,Honuea,2.0
2023-06-06 00:00:00,Honuea,1.0
2023-06-06 00:00:00,Honuea,0.0
2023-06-06 00:00:00,Honuea,0.0
2023-06-06 00:00:00,Honuea,0.0
2023-06-13 00:00:00,Honuea,0.0
2023-06-13 00:00:00,Honuea,0.0
2023-06-13 00:00:00,Honuea,0.0
2023-06-13 00:00:00,Honuea,0.0
2023-06-13 00:00:00,Honuea,0.0
2023-06-20 00:00:00,Honuea,0.0
2023-06-20 00:00:00,Honuea,0.0
2023-06-20 00:00:00,Honuea,0.0
2023-06-20 00:00:00,Honuea,0.0
2023-06-20 00:00:00,Honuea,0.0
2023-06-27 00:00:00,Honuea,2.0
2023-06-27 00:00:00,Honuea,0.0
2023-06-27 00:00:00,Honuea,0.0
2023-06-27 00:00:00,Honuea,0.0
2023-06-27 00:00:00,Honuea,0.0
2023-07-04 00:00:00,Honuea,1.0
2023-07-04 00:00:00,Honuea,0.0
2023-07-04 00:00:00,Honuea,0.0
2023-07-04 00:00:00,Honuea,0.0
2023-07-04 00:00:00,Honuea,0.0
2023-07-11 00:00:00,Honuea,0.0
2023-07-11 00:00:00,Honuea,0.0
2023-07-11 00:00:00,Honuea,0.0
2023-07-11 00:00:00,Honuea,0.0
2023-07-11 00:00:00,Honuea,0.0
2023-07-18 00:00:00,Honuea,0.0
2023-07-18 00:00:00,Honuea,0.0
2023-07-18 00:00:00,Honuea,0.0
2023-07-18 00:00:00,Honuea,0.0
2023-07-18 00:00:00,Honuea,0.0
2023-07-25 00:00:00,Honuea,1.0
2023-07-25 00:00:00,Honuea,0.0
2023-07-25 00:00:00,Honuea,0.0
2023-07-25 00:00:00,Honuea,0.0
2023-07-25 00:00:00,Honuea,0.0
2023-08-01 00:00:00,Honuea,0.0
2023-08-01 00:00:00,Honuea,0.0
2023-08-01 00:00:00,Honuea,0.0
2023-08-01 00:00:00,Honuea,0.0
2023-08-01 00:00:00,Honuea,0.0
2023-08-08 00:00:00,Honuea,1.0
2023-08-08 00:00:00,Honuea,0.0
2023-08-08 00:00:00,Honuea,0.0
2023-08-08 00:00:00,Honuea,0.0
2023-08-08 00:00:00,Honuea,0.0
2023-08-15 00:00:00,Honuea,0.0
2023-08-15 00:00:00,Honuea,0.0
2023-08-15 00:00:00,Honuea,0.0
2023-08-15 00:00:00,Honuea,0.0
2023-08-15 00:00:00,Honuea,0.0
2023-08-22 00:00:00,Honuea,0.0
2023-08-22 00:00:00,Honuea,0.0
2023-08-22 00:00:00,Honuea,0.0
2023-08-22 00:00:00,Honuea,0.0
2023-08-22 00:00:00,Honuea,0.0
2023-08-29 00:00:00,Honuea,0.0
2023-08-29 00:00:00,Honuea,0.0
2023-08-29 00:00:00,Honuea,0.0
2023-08-29 00:00:00,Honuea,0.0
2023-08-29 00:00:00,Honuea,0.0
2023-09-05 00:00:00,Honuea,1.0
2023-09-05 00:00:00,Honuea,1.0
2023-09-05 00:00:00,Honuea,0.0
2023-09-05 00:00:00,Honuea,0.0
2023-09-05 00:00:00,Honuea,0.0
2023-09-12 00:00:00,Honuea,1.0
2023-09-12 00:00:00,Honuea,1.0
2023-09-12 00:00:00,Honuea,1.0
2023-09-12 00:00:00,Honuea,1.0
2023-09-12 00:00:00,Honuea,0.0
2023-09-19 00:00:00,Honuea,1.0
2023-09-19 00:00:00,Honuea,0.0
2023-09-19 00:00:00,Honuea,0.0
2023-09-19 00:00:00,Honuea,0.0
2023-09-19 00:00:00,Honuea,0.0
2023-09-26 00:00:00,Honuea,0.0
2023-09-26 00:00:00,Honuea,0.0
2023-09-26 00:00:00,Honuea,0.0
2023-09-26 00:00:00,Honuea,0.0
2023-09-26 00:00:00,Honuea,0.0
2023-10-03 00:00:00,Honuea,1.0
2023-10-03 00:00:00,Honuea,1.0
2023-10-03 00:00:00,Honuea,0.0
2023-10-03 00:00:00,Honuea,0.0
2023-10-03 00:00:00,Honuea,0.0
2023-10-10 00:00:00,Honuea,4.0
2023-10-10 00:00:00,Honuea,0.0
2023-10-10 00:00:00,Honuea,0.0
2023-10-10 00:00:00,Honuea,0.0
2023-10-10 00:00:00,Honuea,0.0
2023-10-17 00:00:00,Honuea,0.0
2023-10-17 00:00:00,Honuea,0.0
2023-10-17 00:00:00,Honuea,0.0
2023-10-17 00:00:00,Honuea,0.0
2023-10-17 00:00:00,Honuea,0.0
2023-10-24 00:00:00,Honuea,2.0
2023-10-24 00:00:00,Honuea,0.0
2023-10-24 00:00:00,Honuea,0.0
2023-10-24 00:00:00,Honuea,0.0
2023-10-24 00:00:00,Honuea,0.0
2023-10-31 00:00:00,Honuea,3.0
2023-10-31 00:00:00,Honuea,0.0
2023-10-31 00:00:00,Honuea,0.0
2023-10-31 00:00:00,Honuea,0.0
2023-10-31 00:00:00,Honuea,0.0
2023-11-07 00:00:00,Honuea,2.0
2023-11-07 00:00:00,Honuea,0.0
2023-11-07 00:00:00,Honuea,0.0
2023-11-07 00:00:00,Honuea,0.0
2023-11-07 00:00:00,Honuea,0.0
2023-11-14 00:00:00,Honuea,0.0
2023-11-14 00:00:00,Honuea,0.0
2023-11-14 00:00:00,Honuea,0.0
2023-11-14 00:00:00,Honuea,0.0
2023-11-14 00:00:00,Honuea,0.0
2023-11-21 00:00:00,Honuea,2.0
2023-11-21 00:00:00,Honuea,1.0
2023-11-21 00:00:00,Honuea,1.0
2023-11-21 00:00:00,Honuea,0.0
2023-11-21 00:00:00,Honuea,0.0
2023-11-28 00:00:00,Honuea,1.0
2023-11-28 00:00:00,Honuea,0.0
2023-11-28 00:00:00,Honuea,0.0
2023-11-28 00:00:00,Honuea,0.0
2023-11-28 00:00:00,Honuea,0.0
2023-12-05 00:00:00,Honuea,2.0
2023-12-05 00:00:00,Honuea,1.0
2023-12-05 00:00:00,Honuea,1.0
2023-12-05 00:00:00,Honuea,0.0
2023-12-05 00:00:00,Honuea,0.0
2023-12-12 00:00:00,Honuea,1.0
2023-12-12 00:00:00,Honuea,0.0
2023-12-12 00:00:00,Honuea,0.0
2023-12-12 00:00:00,Honuea,0.0
2023-12-12 00:00:00,Honuea,0.0
2023-12-19 00:00:00,Honuea,0.0
2023-12-19 00:00:00,Honuea,0.0
2023-12-19 00:00:00,Honuea,0.0
2023-12-19 00:00:00,Honuea,0.0
2023-12-19 00:00:00,Honuea,0.0
2023-12-26 00:00:00,Honuea,0.0
2023-12-26 00:00:00,Honuea,0.0
2023-12-26 00:00:00,Honuea,0.0
2023-12-26 00:00:00,Honuea,0.0
2023-12-26 00:00:00,Honuea,0.0
2024-01-02 00:00:00,Honuea,0.0
2024-01-02 00:00:00,Honuea,0.0
2024-01-02 00:00:00,Honuea,0.0
2024-01-02 00:00:00,Honuea,0.0
2024-01-02 00:00:00,Honuea,0.0
2024-01-09 00:00:00,Honuea,2.0
2024-01-09 00:00:00,Honuea,1.0
2024-01-09 00:00:00,Honuea,0.0
2024-01-09 00:00:00,Honuea,0.0
2024-01-09 00:00:00,Honuea,0.0
2024-01-23 00:00:00,Honuea,3.0
2024-01-23 00:00:00,Honuea,1.0
2024-01-23 00:00:00,Honuea,0.0
2024-01-23 00:00:00,Honuea,0.0
2024-01-23 00:00:00,Honuea,0.0
2024-01-30 00:00:00,Honuea,0.0
2024-01-30 00:00:00,Honuea,0.0
2024-01-30 00:00:00,Honuea,0.0
2024-01-30 00:00:00,Honuea,0.0
2024-01-30 00:00:00,Honuea,0.0
2024-02-20 00:00:00,Honuea,1.0
2024-02-20 00:00:00,Honuea,1.0
2024-02-20 00:00:00,Honuea,1.0
2024-02-20 00:00:00,Honuea,1.0
2024-02-20 00:00:00,Honuea,0.0
2024-02-27 00:00:00,Honuea,0.0
2024-02-27 00:00:00,Honuea,0.0
2024-02-27 00:00:00,Honuea,0.0
2024-02-27 00:00:00,Honuea,0.0
2024-02-27 00:00:00,Honuea,0.0
2024-03-05 00:00:00,Honuea,0.0
2024-03-05 00:00:00,Honuea,0.0
2024-03-05 00:00:00,Honuea,0.0
2024-03-05 00:00:00,Honuea,0.0
2024-03-05 00:00:00,Honuea,0.0
2024-03-12 00:00:00,Honuea,1.0
2024-03-12 00:00:00,Honuea,0.0
2024-03-12 00:00:00,Honuea,0.0
2024-03-12 00:00:00,Honuea,0.0
2024-03-12 00:00:00,Honuea,0.0
2024-03-19 00:00:00,Honuea,0.0
2024-03-19 00:00:00,Honuea,0.0
2024-03-19 00:00:00,Honuea,0.0
2024-03-19 00:00:00,Honuea,0.0
2024-03-19 00:00:00,Honuea,0.0
2024-03-26 00:00:00,Honuea,0.0
2024-03-26 00:00:00,Honuea,0.0
2024-03-26 00:00:00,Honuea,0.0
2024-03-26 00:00:00,Honuea,0.0
2024-03-26 00:00:00,Honuea,0.0
2024-04-02 00:00:00,Honuea,0.0
2024-04-02 00:00:00,Honuea,0.0
2024-04-02 00:00:00,Honuea,0.0
2024-04-02 00:00:00,Honuea,0.0
2024-04-02 00:00:00,Honuea,0.0
2024-04-09 00:00:00,Honuea,0.0
2024-04-09 00:00:00,Honuea,0.0
2024-04-09 00:00:00,Honuea,0.0
2024-04-09 00:00:00,Honuea,0.0
2024-04-09 00:00:00,Honuea,0.0
2024-04-16 00:00:00,Honuea,0.0
2024-04-16 00:00:00,Honuea,0.0
2024-04-16 00:00:00,Honuea,0.0
2024-04-16 00:00:00,Honuea,0.0
2024-04-16 00:00:00,Honuea,0.0
2024-04-23 00:00:00,Honuea,2.0
2024-04-23 00:00:00,Honuea,0.0
2024-04-23 00:00:00,Honuea,0.0
2024-04-23 00:00:00,Honuea,0.0
2024-04-23 00:00:00,Honuea,0.0
2024-04-30 00:00:00,Honuea,1.0
2024-04-30 00:00:00,Honuea,0.0
2024-04-30 00:00:00,Honuea,0.0
2024-04-30 00:00:00,Honuea,0.0
2024-04-30 00:00:00,Honuea,0.0
2024-05-07 00:00:00,Honuea,0.0
2024-05-07 00:00:00,Honuea,0.0
2024-05-07 00:00:00,Honuea,0.0
2024-05-07 00:00:00,Honuea,0.0
2024-05-07 00:00:00,Honuea,0.0
2024-05-14 00:00:00,Honuea,0.0
2024-05-14 00:00:00,Honuea,0.0
2024-05-14 00:00:00,Honuea,0.0
2024-05-14 00:00:00,Honuea,0.0
2024-05-14 00:00:00,Honuea,0.0
2024-05-21 00:00:00,Honuea,0.0
2024-05-21 00:00:00,Honuea,0.0
2024-05-21 00:00:00,Honuea,0.0
2024-05-21 00:00:00,Honuea,0.0
2024-05-21 00:00:00,Honuea,0.0
2024-05-28 00:00:00,Honuea,0.0
2024-05-28 00:00:00,Honuea,0.0
2024-05-28 00:00:00,Honuea,0.0
2024-05-28 00:00:00,Honuea,0.0
2024-05-28 00:00:00,Honuea,0.0
2024-06-04 00:00:00,Honuea,0.0
2024-06-04 00:00:00,Honuea,0.0
2024-06-04 00:00:00,Honuea,0.0
2024-06-04 00:00:00,Honuea,0.0
2024-06-04 00:00:00,Honuea,0.0
2024-06-11 00:00:00,Honuea,2.0
2024-06-11 00:00:00,Honuea,2.0
2024-06-11 00:00:00,Honuea,1.0
2024-06-11 00:00:00,Honuea,1.0
2024-06-11 00:00:00,Honuea,0.0
2024-06-18 00:00:00,Honuea,3.0
2024-06-18 00:00:00,Honuea,1.0
2024-06-18 00:00:00,Honuea,1.0
2024-06-18 00:00:00,Honuea,0.0
2024-06-18 00:00:00,Honuea,0.0
2024-06-25 00:00:00,Honuea,1.0
2024-06-25 00:00:00,Honuea,1.0
2024-06-25 00:00:00,Honuea,0.0
2024-06-25 00:00:00,Honuea,0.0
2024-06-25 00:00:00,Honuea,0.0
